ProductName,Stars,Rating,CurrentPrice,ImageURL 
Inno3D NVIDIA GEFORCE RTX 3080 Ti iChill X3 12 GB GDDR6...,0,0,₹143652,https://rukminim1.flixcart.com/image/612/612/l0lbrm80/graphics-card/k/h/n/geforce-rtx-3080-ti-ichill-x3-inno3d-original-imagcbr97kpggguv.jpeg?q=70
Tobo AMD/ATI Riser Card V011-PRO, PCI-E 1X to 16X Riser...,0,0,₹999,https://rukminim1.flixcart.com/image/612/612/kz4gh3k0/graphics-card/k/7/v/riser-card-v011-pro-pci-e-1x-to-16x-riser-card-for-bit-coin-tobo-original-imagb7gxgcvzh9zn.jpeg?q=70
MSI NVIDIA GeForce RTX 3070 VENTUS 3X PLUS 8G OC LHR 8G...,0,0,₹62207,https://rukminim1.flixcart.com/image/612/612/l3bx5e80/graphics-card/g/r/j/geforce-rtx-3070-ventus-3x-plus-8g-oc-lhr-8gb-gddr6-256-bit-msi-original-imageh5fsypchuap.jpeg?q=70
LipiWorld NVIDIA VER011-PRO Riser Card 10 Capacitors PC...,5,1,₹759,https://rukminim1.flixcart.com/image/612/612/kyag87k0/graphics-card/9/0/i/nvidia-pci-e-riser-card-ver011-pro-10-capacitors-for-bit-coin-original-imagak4pgfs3wfhf.jpeg?q=70
GIGABYTE AMD/ATI GV-R68XTGAMING OC-16GD 16 GB GDDR6,0,0,₹111423,https://rukminim1.flixcart.com/image/612/612/l0h1g280/graphics-card/z/e/d/gv-r68xtgaming-oc-16gd-gigabyte-original-imagc9y8fpquaqjs.jpeg?q=70
Inno3D NVIDIA GEFORCE RTX 3070 Ti X3 OC 8 GB GDDR6X,0,0,₹83370,https://rukminim1.flixcart.com/image/612/612/l0lbrm80/graphics-card/2/k/j/geforce-rtx-3070-ti-x3-oc-inno3d-original-imagcbr9eqwhm8mx.jpeg?q=70
Tobo NVIDIA M.2 To USB 3.0 Pcie 1x To 16x Riser Card Sw...,0,0,₹449,https://rukminim1.flixcart.com/image/612/612/l3khsi80/graphics-card/u/w/l/m-2-to-usb-3-0-pcie-1x-to-16x-riser-card-switch-transfer-card-original-imagenwbqfy8a5jy.jpeg?q=70
GIGABYTE NVIDIA RTX 2060 6 GB GDDR6,0,0,₹41900,https://rukminim1.flixcart.com/image/612/612/l41n2q80/graphics-card/o/u/p/rtx-2060-gigabyte-original-imagff6emszqgwvm.jpeg?q=70
GALAX NVIDIA NVIDIA-GEFORCE-3080-Ti-SG 12 GB GDDR6X,0,0,₹201738,https://rukminim1.flixcart.com/image/612/612/l0vbukw0/graphics-card/t/d/b/nvidia-geforce-3080-sg-galax-original-imagckaze9gnghvv.jpeg?q=70
AARVEX NVIDIA GT610 2 GB DDR3,0,0,₹3500,https://rukminim1.flixcart.com/image/612/612/l1i6w7k0/graphics-card/b/b/c/gt610-aarvex-original-imagd26gjmwymk3w.jpeg?q=70
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,0,0,₹749,https://rukminim1.flixcart.com/image/612/612/ktvucnk0/graphics-card/p/x/u/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74txqem6deer.jpeg?q=70
Jack and Rex NVIDIA JAR-VER012X PLUS VER012X PLUS / 012...,0,0,₹1199,https://rukminim1.flixcart.com/image/612/612/l1b1oy80/graphics-card/p/e/p/jar-ver012x-plus-ver012x-plus-012x-4-bigger-capacitor-16x-to-1x-original-imagcw6zzqwxbdky.jpeg?q=70
LipiWorld NVIDIA Pack Of 6 VER011-PRO Riser Card 10 Cap...,0,0,₹3799,https://rukminim1.flixcart.com/image/612/612/l02r1jk0/graphics-card/y/1/q/pack-of-6-ver011-pro-riser-card-10-capacitors-pci-e-1x-to-16x-original-imagbxw4guzzyp4q.jpeg?q=70
Hi-Lite Essentials NVIDIA PCI Express Multiplier Riser ...,4.5,4,₹2499,https://rukminim1.flixcart.com/image/612/612/kqwobrk0/graphics-card/v/a/t/pci-express-multiplier-riser-card-pcie-1-to-4-pci-express-16x-original-imag4th2xqmn4ukq.jpeg?q=70
Inno3D NVIDIA GEFORCE GTX 1660 Super Twin X2 6 GB GDDR6...,0,0,₹34089,https://rukminim1.flixcart.com/image/612/612/l0lbrm80/graphics-card/w/f/t/geforce-gtx-1660-super-twin-x2-inno3d-original-imagcbrbzaujngyt.jpeg?q=70
Inno3D NVIDIA GEFORCE RTX 3050 Gaming OC X2 8 GB GDDR6 ...,4.8,4,₹38639,https://rukminim1.flixcart.com/image/612/612/l0lbrm80/graphics-card/t/k/6/geforce-rtx-3050-gaming-oc-x2-inno3d-original-imagcbxqguegxzhn.jpeg?q=70
Inno3D NVIDIA GEFORCE RTX 3060 Ti Twin X2 OC LHR 8 GB G...,0,0,₹55722,https://rukminim1.flixcart.com/image/612/612/l0lbrm80/graphics-card/6/g/n/geforce-rtx-3060-ti-twin-x2-oc-lhr-inno3d-original-imagcbr94zgc7waz.jpeg?q=70
nVIDIA NVIDIA GT 710 2 GB DDR3,0,0,₹3199,https://rukminim1.flixcart.com/image/612/612/kq18n0w0/graphics-card/a/m/t/gv-n1030d4-2gl-geforce-gt-1030-low-profile-d4-2g-computer-original-imag44xshg3fgpq2.jpeg?q=70
GIGABYTE NVIDIA GT 710 2 GB GDDR5,3.9,79,₹4989,https://rukminim1.flixcart.com/image/612/612/j9n3ekw0/graphics-card/s/6/j/gigabyte-gt-710-original-imaezekjg4cgb3hv.jpeg?q=70
Jack and Rex NVIDIA Jac Ultra Latest UPGRADED 2021 Gold...,4,5,₹899,https://rukminim1.flixcart.com/image/612/612/ku5ufm80/graphics-card/w/k/r/jac-ultra-latest-upgraded-2021-gold-edition-ver010s-plus-010s-original-imag7chzpzzytchn.jpeg?q=70
Piplus NVIDIA VER012 Pro 10 Capacitor Pcie Riser Extens...,0,0,₹1899,https://rukminim1.flixcart.com/image/612/612/l0h1g280/graphics-card/t/p/e/ver012-pro-10-capacitor-pcie-riser-extension-adapter-card-eth-original-imagc99nma4gmwuc.jpeg?q=70
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,0,0,₹2590,https://rukminim1.flixcart.com/image/612/612/ktvucnk0/graphics-card/x/8/r/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74tzth3gjaa7.jpeg?q=70
VIBOTON NVIDIA NVIDIA PCI-E Riser Card VER011-Pro, 10 C...,0,0,₹949,https://rukminim1.flixcart.com/image/612/612/kyag87k0/graphics-card/9/0/i/nvidia-pci-e-riser-card-ver011-pro-10-capacitors-for-bit-coin-original-imagak4pgfs3wfhf.jpeg?q=70
Xsentuals NVIDIA NVME Adapter PCIe x16 with Heat Sink,M...,0,0,₹1299,https://rukminim1.flixcart.com/image/612/612/ks99aq80/graphics-card/w/5/m/nvme-adapter-pcie-x16-with-heat-sink-m-2-nvme-or-ahci-ssd-to-original-imag5v3wmzbtsqr8.jpeg?q=70
Inno3D NVIDIA GEFORCE RTX 3070 Ti X3 8 GB GDDR6X,0,0,₹85137,https://rukminim1.flixcart.com/image/612/612/l0lbrm80/graphics-card/e/z/a/geforce-rtx-3070-ti-x3-inno3d-original-imagcbrdsf7zhaey.jpeg?q=70
Verilux NVIDIA Card for Key M 2230, 2242, 2260, 2280 Si...,0,0,₹720,https://rukminim1.flixcart.com/image/612/612/l30hmkw0/graphics-card/c/s/p/card-for-key-m-2230-2242-2260-2280-size-m-2-ssd-support-pcie-x4-original-image895fwdeqszf.jpeg?q=70
Colorful NVIDIA Battle AX 6 GB GDDR6,0,0,₹31999,https://rukminim1.flixcart.com/image/612/612/l37mtu80/graphics-card/9/7/l/battle-ax-colorful-original-imagedpf4hcnhvyg.jpeg?q=70
MSI NVIDIA GeForce GT 1030 2GD4 LP OC GRAPHIC CARD 2 GB...,0,0,₹9024,https://rukminim1.flixcart.com/image/612/612/kziqvm80/graphics-card/t/i/d/geforce-gt-1030-2gd4-lp-oc-graphic-card-msi-original-imagbgagwhammnaz.jpeg?q=70
Sapphire Radeon AMD/ATI Pulse Radeon RX 570 4GB DDR5 Du...,3.3,7,₹22500,https://rukminim1.flixcart.com/image/612/612/kb89ea80/graphics-card/w/e/m/sapphire-radeon-pulse-radeon-rx-570-4gb-ddr5-dual-fan-pci-original-imafsmftmhhtjsqh.jpeg?q=70
Jack and Rex NVIDIA GPU RISER WITH TEMPRATURE SENSOR an...,0,0,₹1599,https://rukminim1.flixcart.com/image/612/612/kubk70w0/graphics-card/j/h/e/gpu-riser-with-temprature-sensor-and-ngff-m-2-key-to-usb-3-0-original-imag7h2cywjcwvpu.jpeg?q=70
LipiWorld NVIDIA Pack Of 4 VER011-PRO Riser Card 10 Cap...,0,0,₹2374,https://rukminim1.flixcart.com/image/612/612/l02r1jk0/graphics-card/5/f/7/pack-of-4-ver011-pro-riser-card-10-capacitors-pci-e-1x-to-16x-original-imagbxvbtghmqx5h.jpeg?q=70
Jack and Rex NVIDIA 8-Pin Female to 2(6+2) Pin Male Pin...,4.3,3,₹1499,https://rukminim1.flixcart.com/image/612/612/kubk70w0/graphics-card/d/4/7/8-pin-female-to-2-6-2-pin-male-pin-combo-of-4-8pin-female-pcie-original-imag7gwt3jsdrmht.jpeg?q=70
PowerColor AMD/ATI Fighter 6700XT 12 GB GDDR6,0,0,₹130000,https://rukminim1.flixcart.com/image/612/612/l2nmnww0/graphics-card/p/y/r/fighter-6700xt-powercolor-original-imagdy45ph2nhzkv.jpeg?q=70
Tobo NVIDIA ER010S Plus USB 3.0 PCI-E Riser VER 010S Pl...,0,0,₹999,https://rukminim1.flixcart.com/image/612/612/kwqq1zk0/graphics-card/u/a/j/er010s-plus-usb-3-0-pci-e-riser-ver-010s-plus-express-1x-to-16x-original-imag9cw3rbse3uhh.jpeg?q=70
MSI AMD/ATI RX 6700 XT 12 GB GDDR6,0,0,₹73109,https://rukminim1.flixcart.com/image/612/612/l0lbrm80/graphics-card/4/h/c/rx-6700-xt-msi-original-imagccm64t47xyyh.jpeg?q=70
Jack and Rex NVIDIA GPU RISER WITH TEMPRATURE SENSOR an...,0,0,₹1599,https://rukminim1.flixcart.com/image/612/612/kubk70w0/graphics-card/h/w/c/gpu-riser-with-temprature-sensor-and-pcie-splitter-8-pin-female-original-imag7gwpfrgf8jeg.jpeg?q=70
MSI AMD/ATI Radeon RX 6700 XT MECH 2X 12G 12 GB GDDR6 G...,0,0,₹63489,https://rukminim1.flixcart.com/image/612/612/l3929ow0/graphics-card/c/w/9/radeon-rx-6700-xt-mech-2x-12g-msi-original-imagefyyvrh6jcdu.jpeg?q=70
Microware NVIDIA PCI-E Riser Express Cable ( Dual-6pin ...,0,0,₹1499,https://rukminim1.flixcart.com/image/612/612/l3ys70w0/graphics-card/w/j/v/pci-e-riser-express-cable-dual-6pin-molex-with-led-graphics-original-imageyzcjezgqtv7.jpeg?q=70
Tobo NVIDIA Micro Connectors M.2 NVMe 80mm SSD PCIe x4 ...,0,0,₹2499,https://rukminim1.flixcart.com/image/612/612/l3lx8cw0/graphics-card/n/r/t/micro-connectors-m-2-nvme-80mm-ssd-pcie-x4-adapter-with-covered-original-imagepyqf5y4arcz.jpeg?q=70
Tobo NVIDIA PCI-E 1X to SATA 3.0 Expansion Card 10 Full...,0,0,₹6999,https://rukminim1.flixcart.com/image/612/612/l3lx8cw0/graphics-card/q/y/7/pci-e-1x-to-sata-3-0-expansion-card-10-full-speed-devices-with-original-imagezx6tugqzftq.jpeg?q=70
GALAX NVIDIA NVIDIA-GEFORCE-3080-SG 10 GB GDDR6X,0,0,₹131172,https://rukminim1.flixcart.com/image/612/612/kzpw2vk0/graphics-card/s/c/q/nvidia-geforce-3090-sg-galax-original-imagbny6hndcht54.jpeg?q=70
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,0,0,₹2098,https://rukminim1.flixcart.com/image/612/612/ktvucnk0/graphics-card/z/b/m/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74twtge8gzg4.jpeg?q=70
XFX AMD/ATI GDDR5 4 GB GDDR5,0,0,₹33449,https://rukminim1.flixcart.com/image/612/612/khcb7gw0/graphics-card/f/z/m/xfx-gddr5-original-imafxdtdzgfgmsey.jpeg?q=70
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,0,0,₹1549,https://rukminim1.flixcart.com/image/612/612/ktvucnk0/graphics-card/m/p/k/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74tydah7cd2p.jpeg?q=70
Tobo NVIDIA PCI-E Riser Ve 014 V014 Pro PCI Express Ris...,0,0,₹1299,https://rukminim1.flixcart.com/image/612/612/l3khsi80/graphics-card/p/q/w/pci-e-riser-ve-014-v014-pro-pci-express-riser-card-1x-to-16x-gpu-original-imagenusgrjapn8t.jpeg?q=70
Gamers Choice NVIDIA GTX 1050 Ti 4 GB DDR5,2.7,3,₹16999,https://rukminim1.flixcart.com/image/612/612/l23mhzk0/graphics-card/c/z/q/gtx-1050-ti-gamers-choice-original-imagdghanahgnuvf.jpeg?q=70
Etzin NVIDIA M.2 to PCI-E X16 Slot Adapter Card NGFF Pc...,0,0,₹449,https://rukminim1.flixcart.com/image/612/612/l3t2fm80/graphics-card/x/5/l/m-2-to-pci-e-x16-slot-adapter-card-ngff-pcie-riser-card-etzin-original-imageujd5zua2dr5.jpeg?q=70
Etzin NVIDIA PCI-E 1X to SATA 3.0 Expansion Card 10 Ful...,0,0,₹7999,https://rukminim1.flixcart.com/image/612/612/l3nco7k0/graphics-card/f/a/u/pci-e-1x-to-sata-3-0-expansion-card-10-full-speed-ports-6g-original-imageptnzkhjmvkr.jpeg?q=70
Etzin NVIDIA PCIe x1 to 4 USB Hub PCI-Express 16X Slots...,0,0,₹2999,https://rukminim1.flixcart.com/image/612/612/l3lx8cw0/graphics-card/o/f/x/pcie-x1-to-4-usb-hub-pci-express-16x-slots-riser-card-etzin-original-imagepfvhj8v9vg9.jpeg?q=70
Verilux NVIDIA Extender Cable PCIe 16x to 16x Flexible ...,0,0,₹823,https://rukminim1.flixcart.com/image/612/612/kw6pw280/graphics-card/s/w/a/pci-e-extender-cable-pcie-16x-to-16x-flexible-gpu-riser-adapter-original-imag8xyefw3ffuxs.jpeg?q=70
MSI NVIDIA NVIDIA Nvidia GT 730 4 GB DDR3,0,0,₹6990,https://rukminim1.flixcart.com/image/612/612/l3bx5e80/graphics-card/z/d/1/nvidia-gt-730-msi-nvidia-original-imagehybm29fydzt.jpeg?q=70
Tobo AMD/ATI Riser Card VER0010S Plus Ultra Latest / 8 ...,0,0,₹1989,https://rukminim1.flixcart.com/image/612/612/kws5hu80/graphics-card/l/8/q/riser-card-ver0010s-plus-ultra-latest-8-capacitor-gpu-riser-pcie-original-imag9dtfhghxrmsm.jpeg?q=70
XFX Radeon AMD/ATI XFXRadeonRX580GTSBlackEdition 1405 M...,0,0,₹49999,https://rukminim1.flixcart.com/image/612/612/kpcy5jk0/graphics-card/g/p/1/xfxradeonrx580gtsblackedition-1405-mhz-oc-8gb-256-bit-gddr5-dx12-original-imag3hvjftnt8hkh.jpeg?q=70
Bunny quinn NVIDIA GTX 1050 Ti 4 GB GDDR5,0,0,₹30449,https://rukminim1.flixcart.com/image/612/612/kf8kvbk0/graphics-card/2/6/z/asus-geforce-gtx-1050-original-imafvq6a3qvrys5q.jpeg?q=70
Mak World NVIDIA USB 3.0 PCIe1x to 16x Extender Riser C...,0,0,₹799,https://rukminim1.flixcart.com/image/612/612/l1pc3gw0/graphics-card/m/n/7/usb-3-0-pcie1x-to-16x-extender-riser-card-adapter-molex-power-original-imagd7kccywtvhjd.jpeg?q=70
Verilux AMD/ATI 12.5 Inches Express Mining,0,0,₹1544,https://rukminim1.flixcart.com/image/612/612/kwv0djk0/graphics-card/m/o/b/12-5-inches-express-mining-graphic-card-verilux-original-imag9fwhtwwygcjy.jpeg?q=70
GIGABYTE NVIDIA GeForce RTX 3070 Ti Vision OC 8G,0,0,₹89990,https://rukminim1.flixcart.com/image/612/612/l45xea80/graphics-card/7/e/i/geforce-rtx-3070-ti-vision-oc-8g-graphics-card-gigabyte-original-imagf44fskyfjpue.jpeg?q=70
HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home)...,4.3,1,216,₹36990,https://rukminim1.flixcart.com/image/612/612/l0zm64w0/computer/k/h/m/14s-dq2606tu-thin-and-light-laptop-hp-original-imagcnsfnrzvzbs6.jpeg?q=70
WILD EDGE Men,4.1,5,777,₹191,https://rukminim1.flixcart.com/image/612/612/kiew3gw0-0/wallet-card-wallet/x/y/z/fuzi001-solid-wallet-wild-edge-original-imafy7ryuhq4ajyy.jpeg?q=70
LipiWorld NVIDIA Pack Of 4 VER011-PRO Riser Card 10 Cap...,0,0,₹2374,https://rukminim1.flixcart.com/image/612/612/l02r1jk0/graphics-card/5/f/7/pack-of-4-ver011-pro-riser-card-10-capacitors-pci-e-1x-to-16x-original-imagbxvbtghmqx5h.jpeg?q=70
Jack and Rex NVIDIA 8-Pin Female to 2(6+2) Pin Male Pin...,4.3,3,₹1499,https://rukminim1.flixcart.com/image/612/612/kubk70w0/graphics-card/d/4/7/8-pin-female-to-2-6-2-pin-male-pin-combo-of-4-8pin-female-pcie-original-imag7gwt3jsdrmht.jpeg?q=70
Verilux NVIDIA Card for Key M 2230, 2242, 2260, 2280 Si...,0,0,₹720,https://rukminim1.flixcart.com/image/612/612/l30hmkw0/graphics-card/c/s/p/card-for-key-m-2230-2242-2260-2280-size-m-2-ssd-support-pcie-x4-original-image895fwdeqszf.jpeg?q=70
Jack and Rex NVIDIA NGFF M.2 M key to USB 3.0 Adapter C...,0,0,₹422,https://rukminim1.flixcart.com/image/612/612/kubk70w0/graphics-card/a/s/i/ngff-m-2-m-key-to-usb-3-0-adapter-card-extender-m2-to-usb3-0-original-imag7gp9qg7bq6kw.jpeg?q=70
Jack and Rex NVIDIA GPU RISER WITH TEMPRATURE SENSOR an...,0,0,₹1599,https://rukminim1.flixcart.com/image/612/612/kubk70w0/graphics-card/j/h/e/gpu-riser-with-temprature-sensor-and-ngff-m-2-key-to-usb-3-0-original-imag7h2cywjcwvpu.jpeg?q=70
Jack and Rex NVIDIA Latest UPGRADED 2021 Gold Edition V...,0,0,₹1249,https://rukminim1.flixcart.com/image/612/612/kubk70w0/graphics-card/j/m/k/latest-upgraded-2021-gold-edition-ver010s-plus-and-ngff-m-2-key-original-imag7h2geewqhjf9.jpeg?q=70
Tobo NVIDIA M.2 to 2.5 inch SATA Enclosure,M.2 SSD to 2...,0,0,₹1499,https://rukminim1.flixcart.com/image/612/612/ksaoqkw0/hard-drive-enclosure/f/h/q/2-5-m-2-to-2-5-inch-sata-enclosure-m-2-ssd-to-2-5-inch-sata-original-imag5w6hszpyhfaq.jpeg?q=70
PowerColor AMD/ATI Fighter 6700XT 12 GB GDDR6,0,0,₹130000,https://rukminim1.flixcart.com/image/612/612/l2nmnww0/graphics-card/p/y/r/fighter-6700xt-powercolor-original-imagdy45ph2nhzkv.jpeg?q=70
Etzin NVIDIA PCI-E 1 to 6 Riser Card,PCI-E 1X to Extern...,0,0,₹3799,https://rukminim1.flixcart.com/image/612/612/l23mhzk0/graphics-card/g/p/4/6-in-1-pci-e-riser-adapter-board-1-to-6-pci-e-1x-express-usb3-0-original-imagdgjvh9enj4gm.jpeg?q=70
MSI NVIDIA GeForce RTX 3080 GAMING Z TRIO 12G LHR 12 GB...,0,0,₹112228,https://rukminim1.flixcart.com/image/612/612/l3929ow0/graphics-card/9/t/0/geforce-rtx-3080-gaming-z-trio-12g-lhr-msi-original-imagefyyfh4hekrs.jpeg?q=70
Tobo NVIDIA ER010S Plus USB 3.0 PCI-E Riser VER 010S Pl...,0,0,₹999,https://rukminim1.flixcart.com/image/612/612/kwqq1zk0/graphics-card/u/a/j/er010s-plus-usb-3-0-pci-e-riser-ver-010s-plus-express-1x-to-16x-original-imag9cw3rbse3uhh.jpeg?q=70
Etzin NVIDIA PCI-E 1X to 16X Riser CardUSB 3.0 Extensio...,0,0,₹1349,https://rukminim1.flixcart.com/image/612/612/l1xwqkw0/graphics-card/v/d/p/pci-e-1x-to-16x-riser-cardusb-3-0-extension-cable-6pin-sata-original-imagdedvwvdr8ydz.jpeg?q=70
Jack and Rex NVIDIA GPU RISER WITH TEMPRATURE SENSOR an...,0,0,₹1599,https://rukminim1.flixcart.com/image/612/612/kubk70w0/graphics-card/h/w/c/gpu-riser-with-temprature-sensor-and-pcie-splitter-8-pin-female-original-imag7gwpfrgf8jeg.jpeg?q=70
Tobo NVIDIA VER009S PCIE Riser Express Cable 1X to 16X ...,2.5,2,₹649,https://rukminim1.flixcart.com/image/612/612/l1xwqkw0/hard-drive-enclosure/g/3/z/3-5-ver009s-gpu-riser-express-16x-dual-6pin-usb-3-0-cable-6-pack-original-imagdea7sec2actc.jpeg?q=70
Sapphire Radeon AMD/ATI Pulse Radeon RX 570 4GB DDR5 Du...,3.3,7,₹22500,https://rukminim1.flixcart.com/image/612/612/kb89ea80/graphics-card/w/e/m/sapphire-radeon-pulse-radeon-rx-570-4gb-ddr5-dual-fan-pci-original-imafsmftmhhtjsqh.jpeg?q=70
Microware NVIDIA PCI-E Riser Express Cable ( Dual-6pin ...,0,0,₹1499,https://rukminim1.flixcart.com/image/612/612/l3ys70w0/graphics-card/w/j/v/pci-e-riser-express-cable-dual-6pin-molex-with-led-graphics-original-imageyzcjezgqtv7.jpeg?q=70
Microware NVIDIA VER009S PCIE Riser Express Cable 1X to...,0,0,₹1499,https://rukminim1.flixcart.com/image/612/612/l3ys70w0/graphics-card/g/w/g/ver009s-pcie-riser-express-cable-1x-to-16x-dual-6pin-molex-eth-original-imageyz7vdddfycv.jpeg?q=70
Tobo NVIDIA 6 Port SATA 3 PCI Express Expansion Card PC...,0,0,₹2999,https://rukminim1.flixcart.com/image/612/612/l3lx8cw0/graphics-card/w/s/1/6-port-sata-3-pci-express-expansion-card-pci-e-sata-controller-original-imagep2bqtj32gwb.jpeg?q=70
Tobo NVIDIA PCI-E 1X to SATA 3.0 Expansion Card 10 Full...,0,0,₹6999,https://rukminim1.flixcart.com/image/612/612/l3lx8cw0/graphics-card/q/y/7/pci-e-1x-to-sata-3-0-expansion-card-10-full-speed-devices-with-original-imagezx6tugqzftq.jpeg?q=70
Etzin NVIDIA VER009S GPU Riser Express Kits 16X to 1X (...,0,0,₹3499,https://rukminim1.flixcart.com/image/612/612/kvlaaa80/graphics-card/1/s/5/6pcs-pcie-riser-for-bitcoin-litecoin-eth-coin-mining-ver009s-gpu-original-imag8g8akv9add3b.jpeg?q=70
GALAX NVIDIA NVIDIA-GEFORCE-3080-SG 10 GB GDDR6X,0,0,₹131172,https://rukminim1.flixcart.com/image/612/612/kzpw2vk0/graphics-card/s/c/q/nvidia-geforce-3090-sg-galax-original-imagbny6hndcht54.jpeg?q=70
Tobo NVIDIA Micro Connectors M.2 NVMe 80mm SSD PCIe x4 ...,0,0,₹2499,https://rukminim1.flixcart.com/image/612/612/l3lx8cw0/graphics-card/n/r/t/micro-connectors-m-2-nvme-80mm-ssd-pcie-x4-adapter-with-covered-original-imagepyqf5y4arcz.jpeg?q=70
Verilux AMD/ATI Dual PSU Power Supply Cable 24 Pin Exte...,2.7,3,₹401,https://rukminim1.flixcart.com/image/612/612/kw6pw280/graphics-card/r/b/g/dual-psu-power-supply-cable-24-pin-extension-cable-for-atx-original-imag8xy6an4zzkh8.jpeg?q=70
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,0,0,₹2098,https://rukminim1.flixcart.com/image/612/612/ktvucnk0/graphics-card/z/b/m/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74twtge8gzg4.jpeg?q=70
XFX AMD/ATI GDDR5 4 GB GDDR5,0,0,₹33449,https://rukminim1.flixcart.com/image/612/612/khcb7gw0/graphics-card/f/z/m/xfx-gddr5-original-imafxdtdzgfgmsey.jpeg?q=70
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,0,0,₹1549,https://rukminim1.flixcart.com/image/612/612/ktvucnk0/graphics-card/m/p/k/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74tydah7cd2p.jpeg?q=70
VIBOTON NVIDIA NVIDIA PCI-E Riser Card VER011-Pro, 10 C...,0,0,₹949,https://rukminim1.flixcart.com/image/612/612/kyag87k0/graphics-card/9/0/i/nvidia-pci-e-riser-card-ver011-pro-10-capacitors-for-bit-coin-original-imagak4pgfs3wfhf.jpeg?q=70
Tobo NVIDIA PCI-E Riser Ve 014 V014 Pro PCI Express Ris...,0,0,₹1299,https://rukminim1.flixcart.com/image/612/612/l3khsi80/graphics-card/p/q/w/pci-e-riser-ve-014-v014-pro-pci-express-riser-card-1x-to-16x-gpu-original-imagenusgrjapn8t.jpeg?q=70
CONSISTENT NVIDIA CTG2101GD3 1 GB DDR3,0,0,₹2700,https://rukminim1.flixcart.com/image/612/612/l13whow0/graphics-card/2/e/c/ctg2101gd3-consistent-original-imagcqyppksu7dqv.jpeg?q=70
GALAX NVIDIA NVIDIA-GEFORCE-3060-Ti 8 GB GDDR6,0,0,₹85631,https://rukminim1.flixcart.com/image/612/612/kzogn0w0/graphics-card/m/8/1/nvidia-geforce-3060-galax-original-imagbmrzzcqn2zun.jpeg?q=70
Verilux NVIDIA Cable GPU Riser Adapter-Mining Bitcoin, ...,0,0,₹1235,https://rukminim1.flixcart.com/image/612/612/l30hmkw0/graphics-card/m/n/x/cable-gpu-riser-adapter-mining-bitcoin-ethereum-eth-zcash-zec-original-image87scx79vr86.jpeg?q=70
Etzin NVIDIA M.2 NVMe 80mm SSD PCIe x4 Adapter 1 GB DDR...,0,0,₹2999,https://rukminim1.flixcart.com/image/612/612/l3nco7k0/graphics-card/e/k/g/m-2-nvme-80mm-ssd-pcie-x4-adapter-etzin-original-imagepsghagzvh5j.jpeg?q=70
Etzin NVIDIA M.2 to PCI-E X16 Slot Adapter Card NGFF Pc...,0,0,₹449,https://rukminim1.flixcart.com/image/612/612/l3t2fm80/graphics-card/x/5/l/m-2-to-pci-e-x16-slot-adapter-card-ngff-pcie-riser-card-etzin-original-imageujd5zua2dr5.jpeg?q=70
Gamers Choice NVIDIA GTX 1050 Ti 4 GB DDR5,2.7,3,₹16999,https://rukminim1.flixcart.com/image/612/612/l23mhzk0/graphics-card/c/z/q/gtx-1050-ti-gamers-choice-original-imagdghanahgnuvf.jpeg?q=70
Jack and Rex NVIDIA 8-Pin Female to 2(6+2) Pin Male Pin...,3.6,7,₹449,https://rukminim1.flixcart.com/image/612/612/kua4r680/graphics-card/v/c/i/8-pin-female-to-2-6-2-pin-male-pin-8pin-female-pcie-to-2-pcie-original-imag7fjubnmd5dww.jpeg?q=70
Etzin NVIDIA PCI-E 1X to SATA 3.0 Expansion Card 10 Ful...,0,0,₹7999,https://rukminim1.flixcart.com/image/612/612/l3nco7k0/graphics-card/f/a/u/pci-e-1x-to-sata-3-0-expansion-card-10-full-speed-ports-6g-original-imageptnzkhjmvkr.jpeg?q=70
Etzin NVIDIA PCIe x1 to 4 USB Hub PCI-Express 16X Slots...,0,0,₹2999,https://rukminim1.flixcart.com/image/612/612/l3lx8cw0/graphics-card/o/f/x/pcie-x1-to-4-usb-hub-pci-express-16x-slots-riser-card-etzin-original-imagepfvhj8v9vg9.jpeg?q=70
Verilux NVIDIA Extender Cable PCIe 16x to 16x Flexible ...,0,0,₹823,https://rukminim1.flixcart.com/image/612/612/kw6pw280/graphics-card/s/w/a/pci-e-extender-cable-pcie-16x-to-16x-flexible-gpu-riser-adapter-original-imag8xyefw3ffuxs.jpeg?q=70
